rho,rep,seed,miae,rmise,beta_mae,beta_rmse,se_beta_nonzero,ppv_beta_nonzero,spe_beta_nonzero,npv_beta_nonzero,se_const_zero,ppv_const_zero,spe_const_zero,npv_const_zero,se_const_nonzero,ppv_const_nonzero,spe_const_nonzero,npv_const_nonzero,se_vary,ppv_vary,spe_vary,npv_vary
0.9,10,133,0.0918180760799514,0.14320511290803173,0.007854393564684928,0.011289020305366528,1.0,1.0,1.0,1.0,0.39090909090909093,0.8514851485148515,0.85,0.3881278538812785,0.32727272727272727,1.0,1.0,0.8774834437086093,0.7555555555555555,0.1691542288557214,0.3927272727272727,0.907563025210084
0.9,11,134,0.06521951526119894,0.10606098250681259,0.0032226447658807687,0.0060548121681784535,1.0,1.0,1.0,1.0,0.7045454545454546,0.9337349397590361,0.89,0.577922077922078,0.5272727272727272,1.0,1.0,0.9106529209621993,0.8444444444444444,0.304,0.6836363636363636,0.9641025641025641
0.9,12,135,0.07761853131779972,0.11731680041396937,0.011108535530352954,0.020989981398847155,1.0,1.0,1.0,1.0,0.5636363636363636,0.9253731343283582,0.9,0.4838709677419355,0.2909090909090909,1.0,1.0,0.8717105263157895,0.8222222222222222,0.21764705882352942,0.5163636363636364,0.9466666666666667
0.9,13,136,0.050318902329944425,0.08418076860714872,0.007125251930367926,0.014244302919172214,1.0,1.0,1.0,1.0,0.7954545454545454,0.9308510638297872,0.87,0.6590909090909091,0.7272727272727273,1.0,1.0,0.9464285714285714,0.8,0.391304347826087,0.7963636363636364,0.9605263157894737
0.9,14,137,0.07759215030799049,0.11867424820288744,0.0024875364760192976,0.004177355741147127,1.0,1.0,1.0,1.0,0.5545454545454546,0.9312977099236641,0.91,0.48148148148148145,0.23636363636363636,1.0,1.0,0.8631921824104235,0.8222222222222222,0.21022727272727273,0.49454545454545457,0.9444444444444444
0.9,15,138,0.07722545575288066,0.11756646825024163,0.00977083391346837,0.014953885362679721,1.0,1.0,1.0,1.0,0.4772727272727273,0.963302752293578,0.96,0.4549763033175355,0.4909090909090909,1.0,1.0,0.9044368600682594,0.9555555555555556,0.23369565217391305,0.48727272727272725,0.9852941176470589
0.9,16,139,0.07350016519830001,0.12132732079972598,0.005702888712612224,0.010661452236398425,1.0,1.0,1.0,1.0,0.6136363636363636,0.9854014598540146,0.98,0.5355191256830601,0.18181818181818182,0.9090909090909091,0.9962264150943396,0.8543689320388349,0.9555555555555556,0.25,0.5309090909090909,0.9864864864864865
0.9,17,140,0.08494001372927332,0.12879648182206385,0.0026526151134837737,0.004360955333075165,1.0,1.0,1.0,1.0,0.4863636363636364,0.9067796610169492,0.89,0.4405940594059406,0.18181818181818182,1.0,1.0,0.8548387096774194,0.8,0.1875,0.43272727272727274,0.9296875
0.9,18,141,0.062100749650181135,0.0994015500528149,0.0074733538990394074,0.011875695904187111,1.0,1.0,1.0,1.0,0.6545454545454545,0.9473684210526315,0.92,0.5476190476190477,0.3090909090909091,1.0,1.0,0.8745874587458746,0.8888888888888888,0.26490066225165565,0.5963636363636363,0.9704142011834319
0.9,19,142,0.06029603425411073,0.10021532402268991,0.006718665015360179,0.01077754041387921,1.0,1.0,1.0,1.0,0.7227272727272728,0.9190751445086706,0.86,0.5850340136054422,0.5272727272727272,1.0,1.0,0.9106529209621993,0.7777777777777778,0.2966101694915254,0.6981818181818182,0.9504950495049505
0.9,20,143,0.062270449896999196,0.09845685632119576,0.012710217756517117,0.020953556694555512,1.0,1.0,1.0,1.0,0.7318181818181818,0.930635838150289,0.88,0.5986394557823129,0.5272727272727272,1.0,1.0,0.9106529209621993,0.7777777777777778,0.2966101694915254,0.6981818181818182,0.9504950495049505
0.9,21,144,0.07924881517071027,0.12094822024107311,0.006923122870856118,0.011167369136728729,1.0,1.0,1.0,1.0,0.5045454545454545,0.9327731092436975,0.92,0.4577114427860697,0.2909090909090909,0.9411764705882353,0.9962264150943396,0.8712871287128713,0.8888888888888888,0.21739130434782608,0.4763636363636364,0.9632352941176471
0.9,22,145,0.08234105460596997,0.12380080746809324,0.0036109182487925515,0.0074790005312697135,1.0,1.0,1.0,1.0,0.43636363636363634,0.9411764705882353,0.94,0.43119266055045874,0.41818181818181815,1.0,1.0,0.8922558922558923,0.9111111111111111,0.21025641025641026,0.44,0.968
0.9,23,146,0.06580998519671143,0.10383122238922678,0.0037981261354973713,0.006031560923327164,1.0,1.0,1.0,1.0,0.7,0.9166666666666666,0.86,0.5657894736842105,0.5272727272727272,1.0,1.0,0.9106529209621993,0.7555555555555555,0.2764227642276423,0.6763636363636364,0.9441624365482234
0.9,24,147,0.0759433242735238,0.11563062916082117,0.001817678187792952,0.003196730617421111,1.0,1.0,1.0,1.0,0.5772727272727273,0.9071428571428571,0.87,0.48333333333333334,0.43636363636363634,1.0,1.0,0.8952702702702703,0.7555555555555555,0.21794871794871795,0.5563636363636364,0.9329268292682927
0.9,25,148,0.0757912640027433,0.11612708335159017,0.009181026648907102,0.014518993188436911,1.0,1.0,1.0,1.0,0.55,0.952755905511811,0.94,0.48704663212435234,0.32727272727272727,0.9473684210526315,0.9962264150943396,0.8770764119601329,0.8888888888888888,0.22988505747126436,0.5127272727272727,0.9657534246575342
0.9,26,149,0.06600408287793172,0.10747303033264785,0.009579927075739457,0.015834012033275086,1.0,1.0,1.0,1.0,0.6363636363636364,0.9333333333333333,0.9,0.5294117647058824,0.4,1.0,1.0,0.889261744966443,0.8222222222222222,0.25,0.5963636363636363,0.9534883720930233
0.9,27,150,0.07146190706580124,0.11099638660072828,0.005914472585493697,0.011465035969624105,1.0,1.0,1.0,1.0,0.6,0.9295774647887324,0.9,0.5056179775280899,0.6363636363636364,1.0,1.0,0.9298245614035088,0.8,0.2517482517482518,0.610909090909091,0.9491525423728814
0.9,28,151,0.07246340108468831,0.11211608317542053,0.002827979515513767,0.004868845905174355,1.0,1.0,1.0,1.0,0.5954545454545455,0.916083916083916,0.88,0.4971751412429379,0.4727272727272727,1.0,1.0,0.9013605442176871,0.7555555555555555,0.2251655629139073,0.5745454545454546,0.9349112426035503
0.9,29,152,0.06850739700614471,0.10720459236235089,0.0026273672876086685,0.004416982192511339,1.0,1.0,1.0,1.0,0.6,0.9166666666666666,0.88,0.5,0.43636363636363634,1.0,1.0,0.8952702702702703,0.7777777777777778,0.23026315789473684,0.5745454545454546,0.9404761904761905
