image_type,t,age,sigma2_hat_std,sigma2_bootstrap_mean_std,sigma2_bootstrap_se_std,sigma2_ci_lower_pointwise_std,sigma2_ci_upper_pointwise_std,sigma_hat_std,sigma_bootstrap_mean_std,sigma_bootstrap_se_std,sigma_ci_lower_pointwise_std,sigma_ci_upper_pointwise_std,sigma_hat_iop,sigma_bootstrap_mean_iop,sigma_bootstrap_se_iop,sigma_ci_lower_pointwise_iop,sigma_ci_upper_pointwise_iop,local_support_pairs,variance_support_pairs,min_variance_support_pairs,support_ok,confidence_level,ci_method,n_success
roi,0.8,66.80000000000001,0.7163825623507691,0.6649748822142919,0.09841689796591248,0.4763845258904129,0.8475832706655428,0.8463938576991028,0.8132074931691404,0.060628432947076226,0.6902016614168812,0.9206428224660667,3.537022031513643,3.398338484343988,0.2533620738374878,2.8843055279906205,3.84730337607793,273,80,30,True,0.95,percentile,500
roi,0.81,67.41,0.7086549068531516,0.6558324907113352,0.09767794994387564,0.4682038413590866,0.8384558925242382,0.8418164329906798,0.8075663275888127,0.06063390302831406,0.6842463463582406,0.9156722361323196,3.5178932867879893,3.3747644392826532,0.25338493293278536,2.859418673749642,3.8265316358153085,273,76,30,True,0.95,percentile,500
roi,0.8200000000000001,68.02000000000001,0.6998144190167804,0.6454101290916814,0.09722298958246996,0.4599176316877691,0.8335795134959125,0.8365491133321346,0.8010679922369972,0.06089019738300266,0.6781718685127305,0.9130045385350699,3.4958815182598646,3.347608340383237,0.25445596950853566,2.834033846373982,3.8153835100473135,273,76,30,True,0.95,percentile,500
roi,0.8300000000000001,68.63,0.6892106706822951,0.6330907466763966,0.09741257028617287,0.4484734619041686,0.8215350366949974,0.8301871299184872,0.7932813039885852,0.06166948734915554,0.6696808337406954,0.9063856898463125,3.4692952247825377,3.315068302862132,0.25771256896769684,2.7985503929133437,3.7877237941568502,273,73,30,True,0.95,percentile,500
roi,0.84,69.24,0.67617633916693,0.6181580417278235,0.09864257799970184,0.4284359660265563,0.8060593504333239,0.8222994218451877,0.7836833941519844,0.06329606814591839,0.6545498583848174,0.8978080061034038,3.4363330323237564,3.27495929422539,0.2645099388468064,2.7353190819755264,3.751878240574383,273,73,30,True,0.95,percentile,500
roi,0.85,69.85,0.6713890384877127,0.6109930612800092,0.10086060980609958,0.41558669771519,0.8023797146233732,0.8193833281729087,0.7789368510728334,0.06526071745877442,0.644658699182702,0.8957550931194407,3.4241468763504046,3.2551238153974538,0.2727200739281982,2.693984604300798,3.7432992576493445,268,66,30,True,0.95,percentile,500
roi,0.86,70.46000000000001,0.6702808853149078,0.6074211761842874,0.1039444052332695,0.4031263209343043,0.8033219969797476,0.8187068372225237,0.7764366565088,0.06764944573860025,0.634922074559843,0.8962823025689992,3.4213198669458986,3.2446756733467814,0.28270240600231317,2.6532959160614347,3.7455024298738926,266,59,30,True,0.95,percentile,500
roi,0.87,71.07,0.6754081293501297,0.6103245026652971,0.10677481200764206,0.40190288343417485,0.8114176512262019,0.8218321783369946,0.778147322091133,0.0694326260977522,0.6339485896321239,0.9007859249968516,3.4343804536660456,3.2518244277927466,0.29015419474003945,2.649227789142308,3.7643227599176816,259,56,30,True,0.95,percentile,500
roi,0.88,71.68,0.6788849718738882,0.611666454348802,0.10932382211007627,0.39597718529410175,0.8160372697930088,0.8239447626351467,0.7788572363723718,0.07111944635958545,0.6292634878639651,0.9033478004778264,3.4432087989311055,3.254791111010479,0.29720330122283817,2.6296490693499535,3.7750286623008056,255,52,30,True,0.95,percentile,500
roi,0.89,72.28999999999999,0.6820847408884626,0.6126086689429678,0.1117204986440269,0.3902920226127044,0.8203428805293744,0.8258842176046607,0.7793134280549487,0.07273121376082096,0.6247335437541632,0.9057278170444157,3.4513136485751565,3.2566975048449693,0.3039387669353885,2.6107187427979017,3.784974588721253,250,50,30,True,0.95,percentile,500
roi,0.9,72.9,0.6845224972036934,0.6129121010364368,0.11350015702389821,0.38754695656951615,0.8240453482327781,0.8273587475839567,0.7793915363969822,0.07397214195059187,0.6225322444546981,0.9077692261167899,3.457475608489511,3.257023914263119,0.30912452095146553,2.601519663611139,3.793505497586717,243,45,30,True,0.95,percentile,500
roi,0.91,73.51,0.685786826383194,0.6119716952010326,0.11539376269176235,0.3812942066708563,0.8332894181723592,0.828122470642594,0.7786536214717612,0.07537636341897086,0.6174902439415624,0.9128462823996161,3.46066715490706,3.2539402182696433,0.314992666408337,2.580449488378128,3.8147221684831814,238,44,30,True,0.95,percentile,500
roi,0.92,74.12,0.6876821493385921,0.6115455508101297,0.11767942305173672,0.3761291700279347,0.8430166916028192,0.8292660304984113,0.7782216880835351,0.07699618062088165,0.6132915765531102,0.9181590222437525,3.465446013316283,3.2521351981877924,0.3217617716872414,2.562903544582736,3.8369237448598037,231,43,30,True,0.95,percentile,500
roi,0.93,74.73,0.6894977920103575,0.6107749935971897,0.12063632934150184,0.36827208502709324,0.8462679989078323,0.8303600375803002,0.7775170902667441,0.07908651778219727,0.6068540650155902,0.9199282557876092,3.4700177940730486,3.2491907321113005,0.330497147689336,2.5360016242424472,3.84431725081048,227,40,30,True,0.95,percentile,500
roi,0.9400000000000001,75.34,0.6909736620917457,0.609215628833623,0.12411133306238122,0.3543635049249839,0.8504421846791924,0.8312482553917004,0.7762558532451478,0.08158302959382661,0.5952628902565255,0.9221900631401115,3.473729595546001,3.2439201088763046,0.3409298997696402,2.4875628978492883,3.853769189011672,223,35,30,True,0.95,percentile,500
roi,0.9500000000000001,75.95,0.6852964785682217,0.6009058815851219,0.12743298242325682,0.3354432691834612,0.8470274680692328,0.827826357739485,0.7705651876814641,0.08455455080997805,0.5791746265054016,0.9203382802243556,3.4594297193413537,3.2201392067707024,0.35334768365716734,2.420331144193584,3.846030714882837,220,35,30,True,0.95,percentile,500
roi,0.96,76.56,0.6850844396612163,0.5975679463008597,0.13189151232904303,0.32145099180710945,0.8575344471666758,0.8276982781552806,0.7680083339695392,0.08801499037808427,0.5669664550945884,0.9260311907402984,3.4588944835205866,3.20945429001691,0.3678086238917603,2.369314031000057,3.8698209984903578,218,31,30,True,0.95,percentile,500
roi,0.97,77.17,0.6948612668372552,0.6040587685626202,0.13670901485028256,0.3184351675933851,0.8676187768103636,0.8335833892522423,0.7718833861303599,0.0909469596935798,0.5642968338972547,0.9314600983094171,3.4834879602081963,3.225647867913786,0.3800611230920988,2.3581578666388996,3.892508031842921,214,30,30,True,0.95,percentile,500
roi,0.98,77.78,0.7082474436236789,0.6143173633766105,0.14273109332675876,0.3162384666754433,0.891144273309187,0.8415743838922849,0.7781049139382323,0.09427556441559462,0.5623472869617999,0.9439975553978159,3.516881780163806,3.2516472070228164,0.3939711345233871,2.3500108433595495,3.944901207357421,211,28,30,False,0.95,percentile,500
roi,0.99,78.39,0.7240908795124493,0.627574714083869,0.14983583815772347,0.31736275974161104,0.9110558002047936,0.8509352969012681,0.7861369471613515,0.09789065098773514,0.5633495354121556,0.9544920565921754,3.556000395270329,3.2852125244097508,0.40907833400880195,2.3541991710721293,3.9887570099445324,207,24,30,False,0.95,percentile,500
roi,1.0,79.0,0.7365681365604442,0.6385313504918376,0.15689542676897186,0.3199866155069548,0.9476310131909021,0.8582354785025169,0.792618817894484,0.10152524198892893,0.565673582820701,0.9734598380803138,3.586507354793713,3.3122998187939965,0.4242670411689783,2.3639112062098295,4.068022071242192,204,24,30,False,0.95,percentile,500
